,Day since planted,Humidity (%),Temperature (°C),Daily Sun Exposure (hours),Water pH Level,Nutrient Level,Sun Exposure Intensity (Lux),Visible Light Wavelength (nm),Temperature Deviation (°C),Humidity Deviation (%),Fan Speed (%),ETH (days)
15,72,63.41751780728507,27.968661751939717,17.612347722454395,4.675424941518054,3.3498925063251117,10599.788255957039,653.2773808406058,31.07235113212402,95.17281046771042,16,4.69
16,6,65.38332420976042,15.228729945783275,17.47097031737878,3.7743377593311522,0.024850101880104836,10571.114508897057,659.3571243479834,24.473552998231085,64.00610942837197,7,112.21
17,40,88.92335994318577,17.741712489185176,13.992275271186493,6.428494665190548,0.0,10645.759202389625,655.3886669266765,12.19100637309916,63.896516211769374,59,62.69
18,9,64.6461485426157,20.194790377085198,19.0,3.9839518489575783,1.4134934840683016,10611.795849985589,654.705319546757,44.35691112064525,100.0,39,101.73
19,61,73.23817511941853,31.362489196028747,15.521483210293056,2.975392597329417,2.7172630398841964,10616.166650772206,656.9278508461111,25.82798863795134,89.66771346981497,80,25.63
20,25,101.0,32.84253232053249,18.119865260532656,8.731297537843108,3.5603402746604784,10607.957660502216,655.4989018918601,55.730623865482755,39.22329451960445,88,100.4
21,67,46.526347262321536,16.394499940921314,18.554753875916383,5.348447399026928,1.3978902292889814,10595.767897586957,655.7984563858787,0.6176159470025091,66.52111891184394,61,11.49
22,23,37.96314536850683,24.634681116085257,19.0,5.935056409375847,1.4651454107491968,10605.653359342921,659.9843679972014,16.648318407349507,47.82015993656918,40,68.56
23,40,90.67179329597214,57.13405537917795,15.382359201761776,2.9505036275730863,3.5000709545324717,10580.210894280503,654.4497571434899,25.48958255036307,60.73963959877118,11,68.86
24,64,61.427138774117935,50.91314755151067,12.0,4.7112345509496345,0.0,10649.98755696496,654.3644782119652,42.06071646443371,27.9222800064894,92,22.93
25,16,68.6352494451476,31.54485504511048,18.36769908950739,6.021845179419732,1.494922992262088,10586.778784028396,655.2331570240249,30.992040589032776,72.94515633459086,88,97.4
26,23,59.37687243737771,25.570052172523006,19.0,3.4980128451553942,2.247551056902575,10590.42460689075,657.1430318711621,29.657091312711273,57.87087271258032,99,69.42
27,26,69.80399718464975,26.80046990077392,19.0,6.551396036691344,2.5839843376705445,10601.075334321045,651.9869319396192,8.091043111687792,75.89857885194658,53,71.96
28,6,101.0,34.20276959095625,18.41931883054925,4.598722620162389,1.3372512988518528,10632.185363047343,651.068888217047,7.645879041557929,50.623181116762126,88,122.41
29,72,91.04256917236239,9.658111522023917,17.016727628735904,5.216612500413446,2.0447733152175935,10609.261161986728,653.8257694587597,29.83756990434857,76.2436777975806,92,4.0
30,11,92.24447023773953,21.139351938649824,19.0,4.596586775541206,0.0,10586.749555671451,651.7321540818814,4.538410092724625,68.77625582819509,10,113.25
31,2,46.67545888414709,0.0,16.052907600591062,9.504556369017875,1.1442770639659972,10631.578090493633,654.1503373049487,17.02183374566007,97.52929447782893,59,114.7
32,9,51.976925268942615,30.98834683907919,18.95271553871244,5.773005550524132,2.5895613263208075,10622.15801128214,656.0049993922586,32.51375993628786,96.17035292618438,67,112.43
33,32,18.21842681029146,34.707939095541114,19.0,3.684578142088199,0.7230177554689166,10618.691829229896,653.2185022728954,10.265135915848361,86.78018404515424,77,79.1
34,45,58.81238357834492,17.75220306550939,19.0,7.445089824206378,2.0766794880664765,10621.883216341075,652.1463468464373,49.0803394354271,70.10079329008181,45,42.59
35,58,94.13406372771317,48.60980144935049,19.0,3.3583127000579553,2.5809342510435074,10652.098514210484,655.1386743234307,43.359045163568354,100.0,37,32.23
36,51,85.33893031496741,6.613515054964882,18.784831934357534,6.21772719000951,1.5546860388849055,10648.33170811065,656.7250869692303,1.4287000249254938,51.70447083240269,60,34.79
37,5,70.56973474095753,3.0343767968526976,16.982072748585004,1.8806597522404487,2.221602902295542,10596.63912382594,651.6100531229667,11.014431352270192,53.94662055654506,16,101.69
38,1,74.55399432563894,28.36677727839958,17.948851375616012,3.143627902203139,0.748447665130004,10638.2299298706,656.6404647966119,0.0,73.74325350166403,65,121.21
39,28,61.22228914849189,40.70647453918232,14.461848190221763,6.193722471738247,1.7314053363951394,10615.89702741566,656.6346124074767,13.261129561778002,100.0,71,83.9
40,39,79.09517764803569,50.25891537186803,16.610573737821884,7.27693315999082,2.7932810204659893,10617.983724690479,656.9081702043133,36.49582714858599,71.96491639694868,35,65.61
41,60,90.3175655896123,18.116736056965898,17.18143512377379,6.142736562379941,2.2040648492589643,10578.53912503042,657.4369604297434,18.791575865877146,72.25132135186077,73,20.35
42,67,42.68226425179054,41.180212501469434,16.951823204130815,5.568703435223519,1.2375093495668836,10605.933056223012,659.4040278493193,31.911958654239513,53.37134465832286,6,13.43
43,67,80.99295375674696,24.42237295748939,18.304709744067445,5.197792608821422,2.291481325578031,10594.369175373942,654.2878159027618,2.1649852257738367,89.18894377905568,99,11.57
44,28,93.64869741909334,22.410590500887707,16.3551601352356,2.842956019265145,2.9289927278276036,10623.905058668079,655.2191431601557,36.96962881872858,89.2976438149403,15,77.37
45,61,66.69799422073261,38.25489906230008,19.0,4.360311583210582,0.0,10628.27944900725,654.167123133504,16.67336158107475,86.83612802099864,13,28.05
46,59,89.01401224241167,34.78484317620129,18.000414129836393,4.878722458080425,3.506796284442667,10571.659245681707,655.0039536895116,25.182545234243577,65.56168990728956,79,29.06
47,40,101.0,1.3541176452362578,17.981399357722772,7.914244452437831,1.5628688397146064,10608.603372447924,658.0657467112726,23.606882479104208,64.39939847440492,24,49.28
48,64,72.91314414026216,47.14810524588844,17.344210566974166,6.487236579136923,2.5531369132122994,10629.193507086296,652.3099710321387,5.926772186615743,55.60316624392544,3,19.26
49,63,82.86614100010647,45.70137031221177,18.31038136771796,2.273919689274532,3.5564210007387964,10605.639778678358,653.2779006556689,7.703735023903267,76.258087526414,28,24.08
50,62,60.23885832677217,15.61655947735706,19.0,6.44816793878959,0.2168241936003943,10622.123145610043,657.7543618730091,39.51691703505139,58.79389006082248,55,20.99
51,47,78.625023252041,30.937053001561136,16.265739568578198,5.029835439167367,1.0777266968441894,10615.320978417287,657.0400730138042,30.984882362525433,57.33875242126067,5,50.3
52,19,84.20543249964608,32.41045279424108,16.683767021849487,4.446155999388083,1.6248866953615837,10615.149884175147,654.2737367063659,40.7507356233014,68.64463924633986,0,99.73
53,36,78.89684680540276,28.910106487358608,17.392547942446672,7.023352577681735,0.981120422538243,10604.11633039477,656.7088040022414,29.869873532537774,67.66265737223675,38,57.98
54,63,54.60609360582286,16.745422692318698,15.30825815305357,7.861999044991902,4.0,10587.101545525557,655.6824316849841,27.144859522138248,66.93032206767067,0,20.41
55,4,79.12723542650902,14.925649480929227,16.361484280557004,7.6625602382323965,0.8861962780251693,10588.81245734635,658.000549218002,0.0,81.99666895260393,62,118.47
56,33,101.0,24.61668893512832,17.047558252910683,4.1215649535547225,1.2777891866670734,10621.768345260196,655.1490191876535,20.944499548582453,76.18571703225419,56,62.84
57,38,83.97271529029055,42.59093528889047,19.0,5.1815752482975705,2.26570574108387,10609.35024859934,657.0512642277452,24.58923519394384,70.67765954233323,66,60.71
58,66,94.23974378143683,33.15400231891648,18.52512265800385,6.4625268628071275,0.43720561610108444,10606.50677959707,660.2840238209852,54.296607974088616,77.74519392467224,64,18.13
59,61,70.25976059974745,19.44078501870841,18.38717982273509,7.751090254244718,1.4856150747168568,10601.369979238198,656.1961983100949,35.30434948148016,60.12709438343052,64,19.72
60,23,89.9980047884742,36.57548065972517,19.0,4.84165152430942,2.4126892396252275,10603.506600781346,655.0986563315897,48.04091772564293,76.57917935864516,20,94.54
61,2,80.58535676433051,0.0,17.725256423201206,5.428682046672366,1.5672814743027352,10627.844412300787,656.444893970442,33.963065588420925,77.25903739266951,29,101.96
62,70,55.981785406255355,42.23148550558155,18.78092969985778,3.5873300519879434,1.8785970834300671,10602.965606526375,654.2694382835922,14.33045159575781,52.45429710963779,95,8.11
63,66,81.3704200959775,0.0,17.793556494135007,3.4075867518386582,1.3118682538171178,10584.860835160573,659.7759354110494,26.75686324224777,89.93540631555543,32,13.25
64,49,55.166066731193794,19.563385878953017,18.530724698799258,7.425051644788396,0.031188598065002848,10622.385731959723,655.360142075392,28.543354693963494,61.77849442159507,47,41.56
65,28,62.34239450230416,8.20495158060784,16.834482684776837,8.512480057141646,2.41807117474101,10605.312220050435,654.454133359549,10.912666453439774,76.35464698809652,21,69.62
66,73,78.78656614584749,5.579777864186415,13.122365683447143,5.655979756839332,4.0,10609.56512557959,653.32862198996,19.23418935110618,92.46617610802906,93,3.58
67,31,80.94488546760248,42.41240181067779,17.73144167562739,7.807065795784048,2.0239221200184696,10637.93640951519,657.1944403832129,21.91349509484242,88.88515136570804,53,72.64
68,38,51.215350698457414,17.98448198032163,19.0,6.523272050095268,2.2928433524218144,10608.62990996769,656.7343748256554,49.08429748847677,75.51500082853254,3,53.4
69,8,96.07971542365752,30.197558225960737,19.0,4.509760490789751,2.900539581651917,10614.205306116137,654.0052912571718,0.0,69.56251495676898,86,127.03
70,13,86.44012556600946,24.29619131681224,19.0,6.522791211016828,0.34987035448929094,10587.77937715663,656.1529026902449,43.08727631074065,89.21267862863351,54,105.23
71,67,60.90543128778232,32.15561240834682,19.0,8.87607313293194,4.0,10605.045949857682,651.9828880635743,10.94807147560926,85.1204246671293,43,16.42
72,63,44.24830407101649,26.15232836590383,18.177315181922875,5.728347921780097,2.2630274353496427,10619.971468813756,655.3699411501464,4.418812190955787,65.72452469933805,88,15.91
73,19,72.10190841837138,5.755116637171454,18.39463141481119,8.929287311628013,4.0,10581.003272790858,655.9055127041534,42.69913195057696,63.076595294974645,11,97.77
74,27,66.08112572277679,39.9440022917071,16.7646962091313,0.5605097918205111,1.0470571058188138,10612.615211676082,658.4146596191184,35.978471038515714,43.914672274560026,80,89.31
75,13,77.26280914106046,17.59365125258031,17.3678542879459,7.443805008750448,4.0,10610.814239307607,653.4583623945426,43.817780535717844,77.31047762525381,78,107.29
76,43,67.73766677688867,1.6512715201037338,19.0,5.974094136476342,3.0077021422452184,10609.743174200574,652.4432947423953,37.01052921318365,73.75953382472402,73,47.62
77,38,34.85086278509981,18.578272585511314,19.0,5.201985299068265,2.7189521116080657,10627.668860175849,653.20914407815,55.89767502606103,92.04287061963814,98,56.09
78,27,67.23306123397683,47.51139685951466,17.721107448638,5.983521553071005,2.3042317906590926,10615.019893267274,652.3268629993702,33.38085755416728,80.3858264022055,51,78.95
79,63,68.88761777863374,37.753326131702394,17.099621470297176,1.8248621707982142,1.6769127965032158,10635.605294170417,657.673314715518,22.652839358152622,95.01343791259036,92,20.96
80,31,87.67322049548117,19.770217983882112,18.001055917713195,5.360656224324976,3.560691156016034,10591.115388719307,658.0972785900481,30.14389565982014,64.53953658125744,75,67.6
81,8,61.03600650777901,19.761134435223568,19.0,6.514225143023492,2.182467830802461,10611.44664220993,655.6404331558977,43.65203692518945,92.07225496451427,64,95.03
82,27,101.0,20.175474231739262,15.112290367732916,8.755788089483032,0.0,10610.52040215502,657.4425898913703,13.309370121098246,67.06625431343018,64,87.76
83,16,36.76718898696486,56.15121975341261,13.407638093725524,4.763459563452705,0.5476575997808968,10589.753419112409,655.2679167611604,15.221671262029288,86.66394092688408,9,117.13
84,54,101.0,30.7290317834733,16.898926301016832,4.183012794213624,1.7584005221494285,10626.213310037645,654.8097767045984,20.36559978103139,53.1186241120396,17,35.69
85,9,70.51362058243791,31.450624707866044,15.558575148171682,4.796485912830927,2.4029986781152215,10650.844119505351,654.3339247618925,0.0,78.52702949049282,46,121.51
86,5,92.19169744687113,40.45425181047763,16.983719604705378,7.630804235404148,1.9264349644301355,10608.693890659291,654.3792180172449,27.071176126263204,45.22968087831135,65,113.51
87,47,76.59602968117466,28.5818373853977,17.704439362365058,6.457502219319369,3.5846620267317624,10618.090379588928,651.904396887382,0.0,70.99293771087368,48,46.32
88,74,97.79111072050938,21.11436781268945,17.093503181953974,4.740479592465922,0.0,10610.521332564676,655.5285095272146,25.795889693989285,81.6053099081687,71,1.67
89,66,67.25276070894378,22.054752263725327,19.0,6.826534866226712,2.1866643174567084,10596.15547594167,654.9193321795719,37.97934634202875,67.18547173153357,21,12.45
90,40,53.027591496443755,23.925981108789042,18.65348952920464,5.994155098696081,0.0,10576.226314999563,656.4907214481558,17.846853090342464,59.24343556866049,85,55.02
91,59,101.0,24.441666452352376,18.600948719221655,7.7372899810657785,2.987625984129419,10596.296077304283,655.1870469928772,50.156738052803064,87.691777039439,25,26.68
92,41,72.73038708235718,35.9144431545547,19.0,4.395893812245295,1.8772036712253963,10583.94474914287,654.6745925968618,3.0924865087226827,73.44805815229614,89,58.61
93,70,79.43116947248421,25.77918828710949,15.722333764438462,5.144675706804463,2.5454929636313537,10639.673837405064,653.2576139399847,42.86891022447749,67.65644029453992,8,7.62
94,27,99.6950382808959,35.98960115823369,19.0,5.015783693735685,0.8769521512333041,10606.928025509382,655.1443064736435,35.127055846103815,75.62843881731415,20,90.27
95,12,54.360895158111305,23.789251298371266,17.84847142692908,2.8729701037357627,3.6633044111550763,10602.77345207715,656.4764744616323,0.0,100.0,94,108.17
96,14,86.90981795278515,26.17952785474136,19.0,6.392240554129152,3.354242063276507,10625.00476884618,652.7133220178323,60.0,92.30254274672316,62,105.61
97,35,63.20210487074218,0.0,15.856285533919689,6.322110544359779,2.758607593915454,10588.808480148595,655.1749475073615,24.043820717440507,92.4386050228176,5,59.22
98,14,72.35661288711256,38.74491512053722,14.892482467967872,5.810226913284922,1.831627579077527,10595.196447315919,655.466085903059,11.837739667665524,81.53319478488547,13,107.22
99,74,76.44557930768578,30.19732713846989,19.0,5.330825733249706,2.753814470883672,10610.225300846476,653.5638704327635,3.893692078239745,77.49727908865721,32,1.83
100,55,44.99556277106128,39.97015164789478,18.752819052195033,2.9692585158991713,1.0810396616164464,10627.517841845623,653.824287390184,21.69972958510489,39.05876567504376,70,34.06
101,3,59.42325914359131,0.0,16.195896891284978,4.958709354469281,3.112222356726926,10618.030330813039,655.4612216975324,23.088896914150602,64.81529480305302,23,107.17
102,51,101.0,56.325620571710914,16.26067383745061,5.114570966946461,4.0,10613.469852565286,652.7331579634148,26.539682928094965,67.79138380196288,72,47.52
103,9,92.72382377169592,22.906155577672394,19.0,4.195445461556762,3.391793727972942,10610.406119234249,655.6998474304988,20.533057656640597,46.87661903928701,74,102.17
104,44,73.7472084534553,41.622742251062746,15.621176214265343,5.4774285766679816,1.0515167892503676,10616.204245399482,653.2092912526816,34.4983796517264,57.6387631467685,86,55.69
105,28,79.86246917025787,9.401411093117037,19.0,6.608101713629076,2.469842512455034,10612.629752292327,657.1257073860664,19.185552510051306,45.28745293616049,50,64.25
106,52,69.11514988727085,34.191608575938545,16.19875853070426,9.57237180242106,0.31891599311375796,10590.460499054016,659.6756554907766,0.0,74.42514246453942,1,48.5
107,28,101.0,9.198766552395158,19.0,6.149155625663678,2.7441074045283784,10609.829425989397,653.2784863965963,22.75957756525538,87.28148956273225,14,69.93
108,22,70.99294844411672,15.643465589562924,17.342763048502032,6.315100781445529,2.5857844367213003,10589.67360413948,656.0684157247493,0.0,91.60161777936493,34,80.79
109,56,79.63684184269697,53.71047030800179,19.0,5.651108168467665,0.0,10610.459485772215,653.5465161902359,30.306559463370842,81.22176693118861,35,37.24
110,49,97.92060288284131,22.139763988549802,16.911771995771616,1.9624575694019168,0.48968100291392713,10600.348337053212,657.0819083475956,10.31049654576047,60.549054882021466,91,44.23
111,20,59.45257030308187,28.261493097695844,17.67441418785541,5.7469722491015665,1.6319194342331027,10654.708869210092,652.4694831818296,27.45040532373701,46.01902262220061,38,69.56
112,42,101.0,38.05101596033131,18.081838350791443,5.920460419882053,1.6088823287169258,10608.281901092469,655.9611735168554,44.71112472286906,48.64696950897747,3,56.96
113,9,44.39077180513246,32.43522831958907,15.995625088437055,10.726484224970573,0.42767998395555296,10583.72368780729,653.2540220662213,10.768769570979998,55.965261341182526,63,131.16
114,75,101.0,27.256283577153646,19.0,5.415278070437755,2.505672348157839,10606.584756207816,654.5860308218032,40.918843877681766,61.66710452946488,73,0.0
115,29,67.5464883209605,30.47441503699338,16.97357286705683,6.4030946846672245,2.326915691622666,10618.348457421482,652.9379494497053,18.499156499707702,72.60377253012621,5,77.15
116,50,70.14602504349436,60.0,17.542800169319964,5.730576460589513,1.747450128427925,10639.120551030745,656.6447009417915,51.297922030983784,59.787536728095475,56,42.55
117,32,37.19979657634114,24.13571804449622,16.011301250782974,3.4626439247609357,1.0174710497941282,10598.389856801103,653.3260392911209,19.5227108020268,80.08463840502392,29,65.17
118,17,65.90410565244615,28.016485700724512,12.875332682409379,8.08564562903004,3.3633192643415324,10580.516296467575,656.1039285186637,12.392605217399629,71.51589745800791,98,100.23
119,21,54.20386937946232,40.75981594011418,17.61794447479966,7.303866065373548,4.0,10623.703066205757,654.3118039434753,35.30857675592932,75.15818567611538,73,104.76
120,63,62.84707309253055,41.58288899436975,19.0,7.382063894086094,1.3713700709995018,10584.149223293807,654.7710552564023,18.46315405564546,92.10375829006807,95,20.97
121,20,72.2537806842224,42.805454583405705,19.0,3.981225090410522,1.204183007698733,10601.149202052866,655.2955118148003,12.378257288064873,57.296523986994444,66,98.01
122,0,94.15583228945812,34.580953330437765,17.96147924053121,8.605588621872197,2.638569965035595,10604.362831260802,653.4763506566823,17.832402239443134,81.28056867438552,89,133.69
123,14,79.15206702801251,7.854926309042746,17.474218341583466,2.996297874415438,1.534561806328918,10607.746597840598,655.4207342270818,24.330902017254978,74.7904015728589,14,87.12
124,35,81.15353306802228,49.50147298451644,18.044931785624094,6.973714187600541,1.8187836391377956,10621.404960227337,658.0606691287088,45.13270196867281,69.99770578545457,16,68.69
125,46,53.08961222308875,7.80481910471968,19.0,10.180911251619957,2.961549097242073,10596.694582918844,653.4438104283346,0.0,88.2788448129894,90,47.72
126,53,57.3849182079454,29.539531978585497,15.63837436938231,3.8189273497386234,0.0,10604.072873460998,657.3436202865477,25.34620988425631,88.18521231835511,17,37.62
127,31,101.0,13.685862249709631,19.0,4.667404540794456,3.71379302230847,10608.74313364691,657.9961952669755,34.37355391981065,60.80263806017358,18,73.27
128,57,60.29597930473507,24.037924801105113,19.0,5.999302730175282,2.0944846816281437,10611.692763235338,653.3676900219439,27.90172862487694,72.26759124213113,75,22.99
129,45,101.0,29.931436154552205,19.0,4.793048691767601,1.4650589120691657,10610.760889144743,652.0898907898189,44.64797754150301,79.21817523876098,87,45.66
130,53,70.13877602238267,29.820358231754096,18.876951477619453,2.6986731378677344,1.8839955995121165,10616.848103954006,655.6039218003435,23.884820053622136,70.90489877966124,68,29.83
131,32,75.04575872287008,31.328811313529272,18.03923331538798,5.937125949612055,1.9511581615266744,10624.189111173551,653.9051849544662,22.231728367210824,83.77531998431698,23,68.39
132,38,96.40730320459859,49.20566903587971,19.0,3.67539257254779,0.0,10616.067414081717,658.737206438326,33.88494320520015,79.21788026865413,90,75.28
133,22,100.43784843877313,31.8030145227097,19.0,6.747184861270363,3.9434196956892067,10617.164539423165,655.0696150809997,26.489707224270244,100.0,47,106.41
134,42,72.78374879441824,21.33765047064027,17.29191857811795,3.9611515315323933,2.053723321951804,10580.519982998563,653.3956011839297,19.143868925792937,52.04581296105319,29,43.52
135,54,67.23513892956922,39.46130752432536,16.8527964542062,8.899868810035079,2.575902769581588,10609.904098584982,652.7056809779766,32.742160593795695,73.16346015378903,14,37.57
136,1,73.88159102955574,42.842057333869604,18.203712590523974,4.233493415327525,3.2370147017462556,10617.631135864029,657.1798099181816,15.212075601750323,61.37246232731714,46,134.95
137,65,81.75915056464237,6.585882772945112,19.0,5.155876967588648,0.6724888051716096,10622.120941502268,653.8576320518316,15.832342719710093,84.06161183158567,43,15.85
138,37,92.8260737373951,33.96100104774787,15.521785848692199,7.4270344347393396,2.615513468745797,10596.537686063792,655.0876575989208,17.080089673515797,50.74242164931683,97,67.82
139,28,75.08459717988303,35.517591134663476,15.06494946849512,3.3382713671320894,1.6520665818315683,10597.137293052005,656.9116054902249,45.29603740249611,80.1946906533733,26,88.24
140,66,87.37772596046307,20.53654744960012,18.329521682473032,6.254919869208258,3.100802007781442,10598.666187844896,654.0314832961384,0.0,65.54927352977488,83,14.11
141,70,101.0,45.635602199674295,18.101775403712036,8.414285508564856,0.0,10618.655450198044,654.9081423425197,30.933982521444136,63.987572008184785,63,9.97
142,35,82.6261922452957,22.7491661945121,18.346683328740816,2.5850335308775447,1.8711774096863503,10627.609858988635,654.966863180355,25.514077213003333,53.30252694688969,40,53.63
143,28,81.23305712009557,26.883646802073134,18.487906395817,6.169267717064608,1.2163331474808499,10601.66571806875,656.3666490230322,0.0,68.02386080698491,95,70.96
144,36,44.621783498198646,22.403922635741957,17.55359549073039,6.319765588496847,2.561941835824402,10625.343321645287,656.1814886710207,29.645901687040034,91.26750795436388,67,53.1
145,44,22.38539726341873,25.233685713722014,19.0,7.3636457435546205,2.611057443578663,10611.222636564962,654.5597725374903,32.13627987747298,74.62216974705781,4,43.0
146,15,82.76751458460336,8.555873696571972,14.798192043046969,3.326098578243836,1.080086336731366,10606.762856011077,655.127298122993,33.844588470361,84.41520626811712,52,98.05
147,30,73.10351537438255,3.399236761085586,16.343005950439508,3.159086773831447,1.0741739765711433,10605.195083863277,654.256441976953,0.0,99.96962732949413,7,76.08
148,33,64.70434650170516,48.917575948374584,17.793490479701905,6.843883131233795,1.8561350208754717,10622.439004562839,652.0447751861611,45.49584117781657,78.95633377233864,21,71.43
149,49,79.87060408372689,12.295579775225082,14.713622377691665,6.393969346466372,0.8343651044902294,10614.860400702168,655.5152017147963,13.933949429727386,66.6180064190649,6,42.25
150,64,73.79192541606183,10.129114758155392,17.648291191135858,6.3009857006917525,3.094578804087765,10649.964857697658,658.7843835216661,35.298516201297645,82.00878322774184,21,16.71
151,61,97.55560501267797,0.0,19.0,6.4928964189939515,1.52003063941832,10593.659956426049,653.2325617186178,36.11610671023429,66.83555780528562,45,20.32
152,42,76.72221736517956,15.415573784657466,18.041772976591922,4.439950556843018,0.0,10618.325830636539,653.4539405807946,11.849543715710606,67.43365975054246,29,55.26
153,55,60.06153429859665,5.153653098887524,18.461401811437366,6.264507394322007,1.512731326391652,10599.474381823393,653.2585444567126,34.906899285273255,52.20160800571523,15,27.08
154,14,94.80332477918577,49.630227402045534,15.47967046965484,6.386144946597362,0.6498930329028358,10593.352834234205,656.4491835574462,19.217601386314627,88.89386236626588,78,118.22
155,47,70.65737850107595,40.14725634013951,16.767277183921045,4.371297163947264,0.0,10608.804391533371,655.8969709083929,0.0,69.20996136525841,4,58.15
156,48,85.53073367344615,14.677744822334143,17.249607239352127,9.531549022289513,0.39134537031065575,10611.472344629326,654.682924615167,42.51612888291669,77.73147368723794,66,46.76
157,43,65.45178587614399,58.786537080164635,17.36456980648753,6.747665841823575,2.1422310133828613,10661.527123991082,653.163961876722,13.374325554756403,59.46057107090041,22,52.47
158,9,62.003462290051274,39.72648230487391,19.0,3.4173930055947026,3.7272330767227007,10605.685375317702,655.1847535832799,12.182598058929186,81.53921444573209,60,130.35
159,19,76.68336460371393,20.127529247370664,19.0,7.113107217267659,2.407139816024474,10588.656782869275,651.8707557453284,18.95401197944917,63.570881427973745,73,77.55
160,69,75.2565728708737,0.0,15.777084086125935,3.8506366595453567,1.2115455953195384,10613.9141929149,655.286853133715,29.08355087991082,72.87436917447263,4,9.17
161,7,84.59654070733666,59.364138588861124,18.49300955686401,7.374169207484904,2.5926754537219137,10571.656479324165,656.7430487721758,24.140943837668466,88.16739046858689,22,118.65
162,44,69.62708493380515,4.15641299854606,18.99644349699357,8.117191158014808,1.4031825967153106,10607.344777913124,652.4976017267327,33.22100387060756,86.86138968348794,78,45.73
163,33,38.27280432459205,0.31901879564662394,19.0,4.158635363296579,1.097019520087912,10609.288455081312,651.9349634463407,4.907659502070118,74.66954891224589,81,63.1
164,50,66.34452232823223,40.338556480144604,19.0,7.726752258488643,0.4993285312971203,10623.302806893014,658.1588757833897,13.86420444353898,48.47803450939922,24,47.15
165,3,90.87636934287632,60.0,15.969811616344263,6.625561853872997,0.0,10626.525200489701,653.7764807209908,23.260043915176997,100.0,7,147.39
166,38,69.05247841513787,45.764092277657774,16.378284977579323,7.44412031998898,1.4930991814727212,10599.93574685966,657.2718956918876,53.46830938988059,100.0,94,69.59
167,23,70.07233194970904,33.45863680078539,15.484844282170767,9.593585965307895,2.2054695368961714,10606.28894773666,654.6920046696043,23.29281192379363,85.84012237332448,20,92.67
168,54,94.72753011811875,33.92131512497929,17.531960281786038,5.309223767994259,1.8743892289806434,10595.209825049007,654.6760903661174,41.27833395492448,63.70194327613544,1,35.71
169,25,60.76053545482154,37.80123338170462,18.93271674889267,4.29252767128502,1.459242993668434,10588.694874013461,655.8768253989933,25.578327531764767,73.29611757447053,21,84.48
170,24,44.14393563514201,36.38392884680148,19.0,4.020971140748953,0.7705301210941844,10614.578106028852,653.2320022865072,17.745120438436473,66.84869355335225,71,91.62
171,35,71.78737760949011,29.217871359540638,17.848097952714955,4.168379430069123,2.790720049190459,10586.075460125261,655.2649942869913,21.299133638283394,93.95783908644583,86,58.08
